L6_LBC_bNAC219_1,L6_LBC,bNAC,8
L5_MC_bSTUT213_1,L5_MC,bSTUT,8
L23_SBC_cACint209_1,L23_SBC,cAC,8
L6_MC_cIR216_1,L6_MC,cIR,8
L1_HAC_cNAC187_1,L1_HAC,cNAC,8
L4_LBC_cSTUT189_1,L4_LBC,cSTUT,8
L4_NBC_dNAC222_1,L4_NBC,dNAC,8
L5_LBC_dSTUT214_1,L5_LBC,dSTUT,8
L5_TTPC2_cADpyr232_1,L5_TTPC2,cADpyr,8
