L5_TTPC1_cADpyr232_1,L5_TTPC1,cADpyr,8
L23_NBC_bNAC219_1,L23_NBC,bNAC,8
L6_LBC_bSTUT213_1,L6_LBC,bSTUT,8
L5_NGC_cACint209_1,L5_NGC,cAC,8
L6_MC_cIR216_1,L6_MC,cIR,8
L5_ChC_cNAC187_1,L5_ChC,cNAC,8
L23_NGC_cSTUT189_1,L23_NGC,cSTUT,8
L4_SBC_dNAC222_1,L4_SBC,dNAC,8
L4_BP_dSTUT214_1,L5_BP,dSTUT,8
