probe_index,probe_label,neuron_A,neuron_B,weighted_score,AHP_depth_abs_slow,AHP_slow_time,AP_amplitude,ISI_CV,ISI_values,adaptation_index,fast_AHP_change,inv_first_ISI,mean_frequency,spike_half_width,time_to_first_spike
0,Default_L4_ChC_cAC_1,L1_DAC_cNAC_1,L1_DLAC_cNAC_1,58.171380135601765,30.228038021517342,0.016881898923503728,17.903918118043233,0.06003534824323031,0.5329165037789415,0.03145263918700253,1.956365571287283,3.2051282051281618,1.7851071064262527,2.251536723066815,0.20000000000000284
0,Default_L4_ChC_cAC_1,L1_DAC_cNAC_1,L1_HAC_cIR_1,37.89442119635869,6.10912117477776,0.03928337667437455,8.044503583568057,0.016595293120051702,0.6244997998398485,0.002821833733093887,1.4887585934496335,21.048603138155073,0.15116178630040622,0.26907261674039074,0.10000000000000142
0,Default_L4_ChC_cAC_1,L1_DAC_cNAC_1,L1_NGC-DA_cAC_1,62.58215844524796,14.127638375594522,0.008631144549971626,24.215876564391934,0.016321677168282478,0.5531726674375502,0.02150145748030194,2.6711125878485844,16.722408026755602,1.7851071064262527,2.2603888375949563,0.20000000000000284
0,Default_L4_ChC_cAC_1,L1_DAC_cNAC_1,L1_NGC-SA_cNAC_1,237.85314823572486,43.016701264097705,0.6420072632489191,65.59189691247285,0.43235711798538706,4.930314391598172,0.10720009943513448,2.6773279251986297,85.10167992926493,30.791104320515814,3.262559011907299,1.3000000000000185
0,Default_L4_ChC_cAC_1,L1_DAC_cNAC_1,L1_SLAC_cAC_1,90.02031041034888,48.129638353781154,0.05144983750256404,26.734202233843757,0.12332250393939481,1.0478549517943758,0.040289723224934904,2.2027095340109835,5.128205128205053,1.7851071064262527,2.9775310376203845,1.8000000000000256
0,Default_L4_ChC_cAC_1,L1_DAC_cNAC_1,L4_ChC_cAC_1,153.82695306664718,78.78507238022728,0.5265929444212535,47.89663840617933,0.28872469787798005,2.644617174564071,0.060423328569885706,1.8644856171454511,1.6650016650016255,16.23597415844931,2.259422694210971,1.6000000000000227
0,Default_L4_ChC_cAC_1,L1_DAC_cNAC_1,L4_LBC_cAC_1,232.071247589395,57.0709711000972,0.6617122691497933,68.12142328652932,0.6107338726500797,4.786439177509694,0.1558769564263977,2.6330972774496364,54.67571644042155,30.895066960501495,2.3602102486596768,10.100000000000144
0,Default_L4_ChC_cAC_1,L1_DAC_cNAC_1,L4_SBC_cAC_1,78.3667695179875,40.66873863953201,0.05976553818641202,14.64165944488272,0.008806438227712099,0.7071067811865576,0.0007461711368803858,4.688274179102268,14.65201465201443,0.0,2.939657673718523,0.0
0,Default_L4_ChC_cAC_1,L1_DAC_cNAC_1,L5_BP_cNAC_1,288.6384353466423,65.30764736489186,0.7444506628660359,109.4151873208748,0.08324431722716774,4.332855451505009,0.10623979530168207,5.477735164163836,14.65201465201443,85.46462063086071,1.7544399869367802,1.3000000000000185
0,Default_L4_ChC_cAC_1,L1_DAC_cNAC_1,L5_BTC_cAC_1,86.44731438083846,52.736158532610304,0.262170237346784,10.493091236465155,0.1935546887040262,1.5524174696260122,0.05213778017313457,1.937463301871999,13.26259946949584,1.7851071064262527,2.1726145581189242,2.0000000000000284
0,Default_L4_ChC_cAC_1,L1_DAC_cNAC_1,L5_DBC_bNAC_1,315.6014323775229,65.00033321322164,0.9392922973344893,99.32873003320034,0.6786175817645123,8.492702750008478,0.15917647381043487,2.456896364774792,67.59906759906664,61.012455296583774,2.6341607677576477,7.300000000000104
0,Default_L4_ChC_cAC_1,L1_DAC_cNAC_1,L5_MC_cSTUT_1,197.62003317909875,35.036841841814294,0.4670701251126306,54.793986702224025,0.47694966286654494,4.600434762063271,0.08797526605459399,1.3974331595780654,84.72686733556179,14.835449598341441,0.6970247254820786,0.5000000000000071
0,Default_L4_ChC_cAC_1,L1_DAC_cNAC_1,L5_NBC_cSTUT_1,149.81287853533195,74.43128775728356,0.4504197202402035,48.9460386854611,0.29058108799171295,2.9048809499415316,0.0667518589122055,2.70706440478353,1.6650016650016255,14.879147535302678,2.5717048704138166,0.9000000000000128
0,Default_L4_ChC_cAC_1,L1_DAC_cNAC_1,L5_NGC_cAC_1,157.65661804904028,81.47970936104034,0.477388133462489,48.05426500271549,0.23331903598445847,2.559687480924036,0.04734364576543226,0.7995371834003241,6.93000693000684,16.23597415844931,0.23938711729154888,0.6000000000000085
0,Default_L4_ChC_cAC_1,L1_DLAC_cNAC_1,L1_HAC_cIR_1,80.36594689526686,29.379886456253914,0.04279506740836707,18.856698915474055,0.07663064136328201,0.8426149773176292,0.034274472920096416,3.154273872834138,24.253731343283235,1.6339453201258465,1.9910958282862952,0.10000000000000142
0,Default_L4_ChC_cAC_1,L1_DLAC_cNAC_1,L1_NGC-DA_cAC_1,54.84624690840373,16.28572765961214,0.008358906206877232,16.57203253477036,0.043713671074947835,0.4959838707054968,0.00995118170670059,1.4466249012362902,19.927536231883764,0.0,0.056317951207154805,0.0
0,Default_L4_ChC_cAC_1,L1_DLAC_cNAC_1,L1_NGC-SA_cNAC_1,223.41656275305183,41.580208510752016,0.6302998131081029,60.353774407836404,0.37232176974215675,4.973127788424482,0.07574746024813195,1.2424744596734465,81.89655172413677,29.00599721408956,2.1860596050407226,1.1000000000000156
0,Default_L4_ChC_cAC_1,L1_DLAC_cNAC_1,L1_SLAC_cAC_1,70.11789893362439,36.79484382329296,0.04855984717206284,18.096980001222217,0.0632871556961645,0.7523297149521718,0.008837084037932375,2.695108927201955,8.333333333333215,0.0,1.7246190467156963,1.6000000000000227
0,Default_L4_ChC_cAC_1,L1_DLAC_cNAC_1,L4_ChC_cAC_1,146.1051683962466,78.22549829271227,0.5121446708851951,42.173986344667135,0.22868934963474974,2.972877394040827,0.028970689382883177,0.8999681664257948,4.870129870129787,14.450867052023057,0.3420365663448672,1.40000000000002
0,Default_L4_ChC_cAC_1,L1_DLAC_cNAC_1,L4_LBC_cAC_1,216.40585405621536,55.751419829029636,0.6503365247128982,62.58677455701603,0.5506985244068494,4.8280430818292634,0.12442431723939516,0.9042684567793051,51.47058823529339,29.109959854075242,0.529340675833206,9.90000000000014
0,Default_L4_ChC_cAC_1,L1_DLAC_cNAC_1,L4_SBC_cAC_1,98.41882790673279,49.423760422547545,0.06212895352030213,20.97085830526734,0.06884178647094241,0.8786353054595449,0.032198810323882915,5.443901549054951,17.85714285714259,1.7851071064262527,1.6962528105194365,0.20000000000000284
0,Default_L4_ChC_cAC_1,L1_DLAC_cNAC_1,L5_BP_cNAC_1,287.56866712626874,68.14275550169144,0.7445423269435273,102.70221722429085,0.023208968983937428,4.233094720070781,0.07478715611467954,4.490426429640505,17.85714285714259,87.24972773728696,0.5507642041034437,1.5000000000000213
0,Default_L4_ChC_cAC_1,L1_DLAC_cNAC_1,L5_BTC_cAC_1,70.22464468530588,41.309767381437005,0.2611902955605676,14.237031183985435,0.1335193404607959,1.289185789558684,0.020685140986132042,0.96533600555875,10.057471264367678,0.0,0.15045828339080167,1.8000000000000256
