0,1,2,3,4,5
68.93365497580167,7.53378068694844,4.98740094360502,9.538718283642927,15.396520944532051,36.88044352151064
46.40073105661558,8.502190305196564,9.11924381946002,25.445151019857413,29.835450724662355,51.815342791505245
204.72672774413653,23.95357041980564,29.18253273443196,56.33566353272405,43.7638525364727,66.65826127347324
44.54383423902066,23.906642522023763,24.62192316797947,29.79146635423714,85.04085596090954,38.97194071403867
180.53202968909412,14.931405946848407,21.464733057300556,33.60579973463211,49.76602588189353,79.78520862630802
175.18302156137366,48.97770049329607,35.688872814905025,30.912597063305515,40.23482839760722,73.17363097474423
145.27062506804663,48.17495622315086,40.79216493175084,19.14668557164987,33.14804060853313,53.02442542799548
153.24788605888688,40.74030023069134,18.18546647297094,18.94592191942439,75.4367919331562,88.62297589747294
178.2477763588562,76.19688718843805,37.24528359713972,24.652033871417608,49.53930553703846,70.22714552537141
7.961248121630173,39.90656170676338,73.46210092726207,83.24677976165069,66.53790142865981,65.69218264306333
178.85873855602733,42.0206331075654,39.4581974460509,38.28569055534745,29.6468051532303,71.3883737886043
130.5372098920473,31.04659463885368,23.690936313143084,16.715240823638915,43.06520297944566,60.683877805393294
207.7326036761903,36.58914781522044,45.61738666208601,53.22320987639607,78.48203162566391,63.65817088363019
221.20859976597967,31.310870003581,29.516606149955944,40.5506556921529,63.10702372949296,71.08794784070275
101.9041976599315,52.31119874131764,107.09729507958504,63.991559958341895,64.47579303875094,93.90274412923056
50.51733625525471,30.148663443191644,31.751722290728008,12.630106191199372,50.1015182657821,56.079447761521415
61.97742778625161,46.5628362365964,32.003401427048566,36.64979179457435,23.684614612135583,36.110658918439576
128.98235511662054,46.2058656175857,40.67910158397913,59.611232679661605,65.46555227787164,116.66314008815412
248.91892692942187,85.67929517160395,44.87864238075911,29.024869334055307,42.012570264731366,44.97172189632322
128.42217015600616,77.79640983588021,74.15029058679599,71.56156427529368,52.57520572560931,61.65165905272093
243.0332931234152,18.949936893908323,19.57903608565287,15.578261334809422,33.78519482421297,70.16615598689259
74.10374919026442,7.887395455989952,9.077674139922028,18.428815143782305,32.78530314765185,57.79665248593266
171.85746709236292,16.71954443262418,17.77164680801091,19.034543484524104,27.60060732562684,95.15212046628795
170.23516699376867,20.93022286714118,29.94311251850845,17.590037974644797,8.36719846481375,45.63528308757941
453.86938249824846,12.810208292896696,64.32564614780124,35.900219995399034,65.95088428395488,57.36581254194572
133.47070333879057,8.287661675727717,9.551613034788296,24.53139321084186,44.10265000028917,54.157787761706246
123.4102539306348,18.95254184881427,21.704699666492026,30.6071498749676,31.29211707064797,59.56022437949601
